segment_1|Quỳnh Lam xin mến chào quý vị và các bạn đang đến với kênh audio truyện hay.
segment_875|Và bước số ba, khiến cho nghệ thuật trở nên tinh tế.
segment_876|Khi bạn thay đổi tư duy rằng tình yêu là nghệ thuật thì bằng niềm đam mê nghệ thuật thuần túy mà không mang bất kỳ mục đích nào bên ngoài, bạn phát triển năng lực trong tình yêu bằng cách nắm vững lý thuyết, áp dụng và khiến nó trở nên tinh tế thì con đường tình yêu sẽ không còn đầy những trông gai và thương tích nữa.
segment_877|Tình yêu không trưởng thành là tôi cần em nên tôi yêu em.
segment_878|Nếu bạn cũng có một trong những hiểu lầm ở trên thì có thể bạn đang tự nhận mình là người thụ động.
segment_879|From nói rằng tình yêu không trưởng thành là anh cần em nên anh yêu em.
segment_880|Đây là một sự thụ động điển hình, tình yêu thực sự là một hành vi đặc biệt tích cực.
segment_881|Nhưng mà bạn đã định nghĩa như thế nào là một hành vi tích cực?
segment_882|Bạn có nghĩ một người làm việc vắt kiệt sức mình cả ngày cả đêm vì muốn kiếm được nhiều tiền hơn nữa thì đây có phải là hành vi tích cực hay không?
segment_883|Câu trả lời là không.
segment_884|Sự tích cực mà người này thể hiện thực chất lại là một loại tiêu cực, một người làm việc vì tiền, về cơ bản là một người đau khổ.
segment_885|Một người muốn yêu là vì cần một ai đó kề cạnh bên mình, về cơ bản cũng là đau khổ.
segment_886|From nhấn mạnh rằng tình yêu trưởng thành là anh yêu em nên anh cần em.
segment_887|Khi bạn là người chủ động yêu, chủ động cho đi hơn là nhận về.
segment_888|Yêu là cho đi, một đạo lý mà có lẽ bạn đã nghe quá nhiều lần, nhưng không phải ai cũng có thể hiểu đúng và thực hiện được nó.
segment_889|Vậy thế nào mới thực sự là cho đi?
segment_890|Nhiều người lầm tưởng rằng cho đi có nghĩa là hy sinh hay từ bỏ một điều gì đó của bản thân để đáp ứng cho người khác.
segment_891|Chẳng hạn như bậc cha mẹ sẽ nói rằng họ đã từ bỏ công việc, các hoạt động giải trí để đồng hành cùng con cái, từ đó yêu cầu con mình phải đạt được những mục tiêu mà họ đề ra.
segment_892|Đây không phải là cho đi mà được coi là nhân danh tình yêu để kiểm soát người khác.
segment_893|Trên thực tế, cho đi là nhận ra mình mạnh mẽ, phong phú và có năng lực.
segment_894|Cho đi giúp bạn nâng cao sức sống và khiến cho bản thân cảm thấy hạnh phúc hơn.
segment_895|Nhiều người phàn nàn rằng họ đã cho đi rất nhiều, tại sao người đó vẫn không thực sự yêu tôi?
segment_896|Đây cũng không phải là cho đi.
segment_897|Bởi trong hành động cho đi, điều người ta nếm được, tận hưởng thấy đó là hạnh phúc và niềm vui, chứ không phải là sự oán hận.
segment_898|Cho hạnh phúc hơn nhiều so với nhận, bởi cho không phải là mất đi hay từ bỏ, trái lại là nhận được nhiều hơn.
segment_899|Bởi giá trị tồn tại của chúng ta nằm ở hành động cho đi.
segment_900|Một số người còn hiểu cho đi đơn giản là cho vật chất.
segment_901|Họ tin rằng phải trở nên giàu có, kiếm nhiều tiền hơn để có một cuộc sống chất lượng hơn, cho con cái có điều kiện học hành tốt hơn, đó chính là yêu.
segment_902|Thế nhưng họ không thực sự hiểu được ý nghĩa của giàu có.
segment_903|Người giàu có thực sự không có nghĩa là người có nhiều của cải, mà là người có thể rộng rãi cho đi.
segment_904|Một người suốt ngày lo lắng về việc được mất hoặc tính toán so đo thì thực ra anh ta có bao nhiêu của cải đi nữa cũng vẫn là một người nghèo.
segment_905|Ai có thể thực sự hiểu được chữ cho đi, người đó mới thực sự giàu có.
segment_906|Việc cho đi quan trọng nhất không phải là cho đi tiền của mà là sự cống hiến trong trải nghiệm một đời người.
segment_907|Một người có thể cống hiến được cho người khác điều gì?
segment_908|Bạn có thể nghĩ đó là cống hiến những gì quý giá nhất, cống hiến bản thân và cống hiến toàn bộ cuộc đời mình.
segment_909|Suy nghĩ này lại dẫn dắt bạn trở về với sự lầm tưởng, cho đi là hy sinh tất cả sinh mệnh của mình cho người đó.
segment_910|Cống hiến thực sự là đem những gì tràn trề sức sống nhất ở bạn dành cho người khác, đó mới là cho đi.
segment_911|Ví dụ như là niềm vui, sự quan tâm, bao dung, thấu hiểu, sự hiểu biết, kiến thức, sự hài hước, vân vân.
segment_912|Đây là một quá trình mà khi yêu cho phép bạn làm phong phú cuộc sống của người bên cạnh.
segment_913|Chính nhờ cho đi mà tôi có thể trải nghiệm được sức mạnh, sự phong phú và sức sống của mình.
segment_914|Trải nghiệm sự thăng hoa của sức sống khiến tôi ngập tràn niềm vui.
segment_915|Chính vì thế, chỉ khi bạn có thể cải thiện sức sống của bạn thì mới có thể nâng cao sức sống cho người mình yêu.
segment_916|Chỉ khi tự thân bạn phong phú, bạn mới thực sự có thể cho đi.
segment_917|Vậy thì xin hãy tự hỏi, bây giờ bạn có tràn trề năng lượng sống không?
segment_918|Bạn có phong phú thực sự không?
segment_919|Người sẵn sàng cho đi phần lớn là những người đầy đủ và giàu có ở bên trong.
segment_920|Điều này không có nghĩa là một người đang thiếu thốn trong thực tế không thể cho đi.
segment_921|Chúng ta có thể làm giàu cho mình ngay từ việc bắt đầu cho đi.
segment_922|Trong quá trình này, bạn tiếp tục khám phá sức mạnh và
segment_923|là sử dụng sức sống đầy khuynh hướng sáng tạo để cho đi và giúp đỡ người khác.
segment_924|cho đến khi bạn đứng trước thế giới với sự tự tin rằng đây là tôi, là sức mạnh của tôi.
segment_925|Hóa ra tôi không hề thiếu thốn, tôi cho đi mà không mong đợi nhận lại bất cứ điều gì.
segment_926|Nhưng chắc chắn nó lại mang lại cho tôi những điều tuyệt vời.
segment_927|Đây có lẽ là điều thú vị nhất trong quá trình cho đi.
segment_928|Người cho đi thực sự sẽ được nhận về bởi niềm hạnh phúc mà chúng ta mang đến cho người khác sẽ lần lượt tác động đến bạn và khiến bạn cảm thấy hạnh phúc hơn.
segment_929|Khi cho đi, chúng ta sẽ tìm thấy chính mình.
segment_930|Vì vậy, quá trình cho đi có nghĩa là lấy yêu làm nền tảng để tạo nên tình yêu.
segment_931|Nếu bạn không biết yêu thì không thể tạo nên tình yêu.
segment_932|Nếu bạn muốn tận hưởng nghệ thuật, trước tiên bạn cần phải là một người tu luyện được nghệ thuật.
segment_933|Nếu bạn muốn yêu, trước tiên bạn phải là tình yêu.
segment_934|Nếu bạn muốn cảm hóa người khác và duy trì một tình yêu thực sự bền lâu, bạn cần phải có khả năng cổ vũ và thúc đẩy người mình yêu tiến bộ đi lên.
segment_935|Ngược lại, nếu trong khi yêu bạn không thể khiến đối phương yêu bạn, tức không thúc đẩy bạn tiến bộ mà bạn đang thụt lùi đi, đang tiêu hao bản thân, đang suy nghĩ tiêu cực trong mối quan hệ đó thì rất có thể tình yêu của bạn đang không có sức sống.
segment_936|Trong tình yêu, nếu một người sợ cống hiến bản thân, họ cũng sẽ sợ yêu.
segment_937|Tình yêu là một thứ phát triển bên trong tâm hồn chúng ta, là biểu hiện cao nhất của sức mạnh.
segment_938|Tình yêu thực sự là để khơi gợi sức sống của đối phương, là sự tự nguyện cống hiến và ảnh hưởng tích cực chứ không phải là mong muốn đòi hỏi hay nhận được gì từ đối phương.
segment_939|Cách nhận biết một tình yêu đích thực.
segment_940|Chúng ta đã đi bước đầu để nắm bắt lý thuyết nghệ thuật yêu.
segment_941|Vậy tiếp theo hãy cùng xem như thế nào mới là một tình yêu đích thực.
segment_942|Sở dĩ mọi người không có một tình yêu đích thực, thậm chí có người cả đời cũng chưa được một lần yêu thực sự.
segment_943|Đó là bởi vì họ không phân biệt được giữa tình yêu và mối quan hệ cộng sinh.
segment_944|Mối quan hệ cộng sinh là gì?
segment_945|Điển hình nhất có thể kể đến quan hệ giữa mẹ và phô thai.
segment_946|Khi còn là một thai nhi, chúng ta là một bộ phận trên cơ thể mẹ và có được cảm giác an toàn là dựa vào mẹ.
segment_947|Đồng thời cũng vì sự tồn tại của thai nhi, một người phụ nữ với trách nhiệm bảo vệ con mình đã thăng hoa lên làm mẹ.
segment_948|Đây chính là mối quan hệ cộng sinh về thể xác.
segment_949|Nhưng sự cộng sinh về mặt tâm lý sẽ luôn có cả tích cực lẫn tiêu cực.
segment_950|Sự tiêu cực ám chỉ, bào thai sẽ phải dựa vào cơ thể mẹ để tự bảo vệ mình nhằm thoát khỏi nỗi cô đơn, nếu không sẽ không thể tồn tại.
segment_951|Cũng giống như những đứa trẻ được cha mẹ sắp đặt từ khi còn nhỏ cho đến khi trưởng thành, mọi quyết định đều do cha mẹ đưa ra.
segment_952|Ngoài ra, một người không biết yêu thực sự, hầu hết là người chưa phát triển nhân cách một cách hoàn chỉnh.
segment_953|Chúng không bao giờ có ý kiến độc lập, không bao giờ dám mạo hiểm mà chỉ nghe theo mệnh lệnh.
segment_954|Mặc dù chúng nhìn bề ngoài có vẻ không hề cô đơn và luôn có cha mẹ bên cạnh, nhưng thực chất lại không phải là một người hoàn chỉnh, bởi vì chúng không thể độc lập.
segment_955|Trong mối quan hệ cộng sinh, những người thích kiểm soát quen với việc biến con cái thành một phần của mình để thoát khỏi sự cô đơn.
segment_956|Họ không thể đánh mất con mình, nếu mất đi giống như là mất hết toàn bộ sức mạnh của cuộc sống vậy.
segment_957|Loại mối quan hệ cộng sinh này có thể được tìm thấy ở khắp mọi nơi trong cuộc sống hàng ngày, nhưng nó luôn được ngụy trang dưới dạng tình yêu trước mắt chúng ta.
segment_958|Mọi sự kiểm soát và phụ thuộc nhân danh tình yêu đều không phải là tình yêu thực sự.
segment_959|Bởi cả hai bên đều đã đánh mất sự độc lập của chính mình.
segment_960|Theo thuyết phân tâm học, khi còn là một đứa trẻ, bạn được trải nghiệm tình yêu vô điều kiện của mẹ.
segment_961|Tình yêu của mẹ là một phước lành và một sự bình an, nhưng tình mẫu tử vô điều kiện cũng có khuyết điểm của nó.
segment_962|Đây là kiểu tình yêu mà bạn không cần nỗ lực cũng có được.
segment_963|Đồng thời nếu sống thiếu thốn tình yêu như thế này, bạn sẽ trở nên trống rỗng.
segment_964|Nếu tình yêu của mẹ là vô điều kiện thì tình yêu của cha là có điều kiện.
segment_965|Vai trò của người mẹ là mang lại cho con cảm giác an toàn trong cuộc sống.
segment_966|Người cha rất có thể yêu đứa con giống mình, khiến mình cảm thấy hài lòng nhất.
segment_967|Còn nhiệm vụ của người cha là hướng dẫn con đối mặt với khó khăn mà con sẽ gặp phải.
segment_968|Nguyên tắc yêu thương của cha là, bố yêu con là vì con đáp ứng được những yêu cầu của bố.
segment_969|Vì vậy, các bà mẹ nên tin tưởng vào cuộc sống và không nên truyền cho con mình cảm giác sợ hãi, bất an.
segment_970|Vì con làm tròn bổn phận của mình và vì con giống bố.
segment_971|Với loại tình yêu này, bạn chỉ có thể có được bằng sự chăm chỉ.
segment_972|Nếu không, khi phụ lòng mong đợi của cha mình, bạn sẽ đánh mất tình yêu thương của cha.
segment_973|Tình yêu của cha cũng có mặt tích cực của nó, nó khiến một người có quyền kiểm soát và nỗ lực nhiều hơn.
segment_974|Một đứa trẻ khi sinh ra cần sự yêu thương và chăm sóc vô điều kiện từ mẹ, cả về thể chất lẫn tinh thần.
segment_975|Bằng việc cho con học cách tự lập và cuối cùng tách khỏi mình.
segment_976|Còn người cha cần phải bao dung, nhẫn nại và không bạo lực.
segment_977|Tình yêu của người cha phải làm cho con cái ngày càng tự tin hơn, cuối cùng giúp con có thể làm chủ chính mình và thoát khỏi sự kiểm soát của cha mẹ.
segment_978|Từ việc ảnh hưởng của gia đình nguyên sinh, một người trưởng thành đáng lẽ phải phát triển nhân cách của cả cha lẫn mẹ mới có thể biết cách yêu.
segment_979|Nếu một người chỉ phát huy được nhân cách của người cha thì khi trưởng thành sẽ trở nên rất nghiêm khắc, đòi hỏi cao, xét nét trong tình yêu.
segment_980|Còn nếu một người chỉ phát huy được nhân cách của mẹ.
segment_981|người đó sẽ dễ mất khả năng phán đoán, luôn cố gắng lấy lòng người khác, cản trở sự phát triển của chính mình và của cả đối phương.
segment_982|Vậy, tình yêu trưởng thành thực sự như thế nào?
segment_983|From cho rằng tình yêu đích thực thường chứa được những yếu tố cơ bản như sau, đó là quan tâm, trách nhiệm, tôn trọng và thấu hiểu.
segment_984|Thật dễ hiểu rằng tình yêu trước tiên cần phải có sự quan tâm.
segment_985|Nếu một người nói rằng anh ấy yêu hoa nhưng lại thường xuyên quên tưới nước, liệu chúng ta có tin rằng anh ấy thực sự yêu hoa hay không?
segment_986|Tình yêu là sự quan tâm tích cực liên tục đến cuộc sống và sự phát triển của người mình yêu.
segment_987|Nếu thiếu vắng sự quan tâm tích cực này có nghĩa là giữa hai bạn không hề có tình yêu.
segment_988|Từ hành động quan tâm, chúng ta còn thấy được một khía cạnh khác của tình yêu, đó là trách nhiệm.
segment_989|Trách nhiệm thực chất ở đây là khi đối mặt với một nửa kia, chúng ta không được bỏ qua nhu cầu tinh thần của họ.
segment_990|Đôi khi nhu cầu tinh thần còn lớn hơn nhu cầu thể xác.
segment_991|Tình yêu đích thực là đi vào thế giới nội tâm và xoa dịu tâm hồn đối phương.
segment_992|Kể đến là tôn trọng.
segment_993|Tôn trọng đơn giản là chấp nhận con người thật của người ấy, thay vì mù quáng yêu cầu, đòi hỏi, kỳ vọng đối phương trở thành những gì mà chúng ta muốn.
segment_994|Đúng như câu ca dao của Pháp đó là tình yêu là đứa con của tự do.
segment_995|Hãy nhớ tình yêu đích thực luôn dựa trên tự do, nó không bao giờ là sản phẩm của sự thống trị.
segment_996|Có một câu nói rất hay như thế này mà mình đã quên mất là ở bộ phim nào.
segment_997|Nếu bạn yêu một người, hãy cho người ấy tự do.
segment_998|Nếu người ấy quay lại thì người đó sẽ luôn thuộc về bạn.
segment_999|Nếu người ấy không quay về, nghĩa là người đó chưa bao giờ thuộc về bạn.
segment_1000|Yếu tố cuối cùng của tình yêu đích thực đó chính là sự thấu hiểu.
segment_1001|Đây là một nền tảng phát triển các yếu tố bên trên.
segment_1002|Nếu không có sự thấu hiểu thì bạn sẽ không thể tôn trọng được nửa kia.
segment_1003|Nếu không có thấu hiểu dẫn đường thì tình yêu sẽ mù quáng, không có trách nhiệm, nếu không có sự thấu hiểu thì sự quan tâm sẽ chỉ là những lời thề thốt trên môi.
segment_1004|Tình yêu đích thực là quan tâm, trách nhiệm, tôn trọng và thấu hiểu.
segment_1005|Mặc dù chỉ đơn giản là tám chữ này, nhưng khi áp dụng vào thực tiễn thì không phải chuyện dễ dàng.
segment_1006|Nhưng mình tin rằng chỉ cần bạn không ngừng tu luyện nghệ thuật yêu, nâng cao sức sống, làm phong phú chính mình thì sẽ có thể tìm thấy trạng thái hòa nhập của bốn điểm này.
segment_1007|Từ đó, cuộc sống của bạn sẽ ngày càng hạnh phúc hơn.
segment_1008|Đừng chỉ nghe lý thuyết, tình yêu luôn cần rèn luyện.
segment_1009|Trước hết, nếu chúng ta chỉ làm điều gì đó đơn giản theo ý thích và cảm hứng nhất thời thì đó chỉ là một trò giải trí thú vị.
segment_1010|Tình yêu là nghệ thuật, không phải là một trò giải trí.
segment_1011|Victor Hugo đã từng nói, nếu trên đời không có tình yêu thì mặt trời cũng sẽ tắt.
segment_1012|Không ai có thể phủ nhận tầm quan trọng của tình yêu, nhưng tình yêu có thể quan trọng hơn chúng ta nghĩ rất nhiều.
segment_1013|Tác giả cho rằng tình yêu là câu trả lời cho vấn đề tồn tại của con người.
segment_1014|Con người là động vật có lý trí, khi nhận ra sự phi lý của cuộc sống, trước sự sống và cái chết, nhận ra sự bất lực của mình trước thiên nhiên và xã hội.
segment_1015|Điều này dẫn đến nỗi cô đơn sâu sắc.
segment_1016|Loại cô đơn này là một trạng thái tồn tại mà con người phải đối mặt.
segment_1017|Giống như cái chết, cô đơn luôn ở đó trong cuộc đời mỗi người.
segment_1018|Vậy làm thế nào để giải thoát bản thân khỏi sự cô đơn?
segment_1019|Đây là vấn đề sống còn của loài người.
segment_1020|Trong cuốn sách Yến hội của Platon đã viết như thế này.
segment_1021|Con người vốn có hai thân với hai đầu, bốn tay và bốn chân.
segment_1022|Do tính kiêu ngạo của con người, vua của các vị thần đã chẻ con người thành hai nửa.
segment_1023|Con người trở thành nửa người cô đơn, dành cả cuộc đời để tìm kiếm nửa kia của mình.
segment_1024|Platon cho rằng đây là nguồn gốc của tình yêu.
segment_1025|Trạng thái nửa người chưa trọn vẹn là ẩn dụ cho mỗi cá nhân chúng ta luôn không trọn vẹn và cũng thể hiện ra sự cô đơn trong tâm hồn con người.
segment_1026|Vậy làm thế nào để thoát khỏi nỗi cô đơn?
segment_1027|Tình yêu chính là câu trả lời hoàn hảo.
segment_1028|Tình yêu là một cảm xúc giúp con người duy trì sự độc lập và toàn vẹn của bản thân mà còn kết nối mình với thế giới.
segment_1029|Với tình yêu thương, con người sẽ suy nghĩ tích cực, phát huy khả năng sáng tạo, có thể nhìn nhận vấn đề và hiểu thế giới một cách toàn diện, khách quan.
segment_1030|Vì vậy, chúng ta cần có tình yêu, yêu bản thân, yêu người và yêu vạn vật.
segment_1031|Tình yêu là quan trọng như vậy, chúng ta khao khát tình yêu nhưng chưa bao giờ thực sự xem trọng tình yêu.
segment_1032|Như những con thỏ giữa đường với muôn ngàn mê hoặc, ham muốn mà quên mất cái mục đích ban đầu để tồn tại, quên đi sứ mệnh cuối cùng của vũ trụ đó chính là yêu và cho đi.
segment_1033|Hãy coi tình yêu như một nghệ thuật để thực hành và tu luyện bản thân trong hành trình trải nghiệm cuộc đời của bạn.
segment_1034|Tác giả nói rằng nếu muốn thuần thục, yêu cầu chung của bất kỳ môn nghệ thuật nào cũng cần đạt bốn điều sau đây.
segment_1035|Kỷ luật, luôn chủ động điều chỉnh bản thân mình.
segment_1036|Tập trung hết lòng, kiên nhẫn đến cùng và có một sự chú ý tối đa cho tình yêu.
segment_1037|Tác giả From tin rằng ngoài bốn điều này, một trong những điều kiện quan trọng nhất đó là cần vượt qua lòng tự ái.
segment_1038|Tự ái là gì?
segment_1039|Nói đơn giản tức là chỉ cần ai động đến mình là lập tức xù lông nhím.
segment_1040|Tự ái thực chất là tự cho mình là trung tâm, là ích kỷ.
segment_1041|Những người tự ái chỉ tập trung vào bản thân, họ không thể nhìn thế giới một cách khách quan và không thể đối xử bình đẳng với người khác.
segment_1042|Tự ái gây tổn hại rất lớn cho tình yêu vì chúng ta chỉ quan tâm đến mình nên người khác đương nhiên chỉ là đối tượng mà bạn dùng.
segment_1043|để thỏa mãn bản thân.
segment_1044|Chính vì thế, chúng ta sẽ không thực sự quan tâm và tôn trọng lẫn nhau.
segment_1045|Vậy thì làm thế nào để bạn vượt qua xu hướng tự ái này?
segment_1046|Tác giả nói rằng điều này đòi hỏi chúng ta phải phát triển lý trí và tính khách quan.
segment_1047|Đồng thời coi tình yêu như một loại đức tín, niềm tin này không phải là niềm tin tôn giáo mà là niềm tin dựa trên cuộc sống của chính mình.
segment_1048|Đó là niềm tin vào bản thân, tin vào phần cốt lõi trong nhân cách của mình.
segment_1049|Tin rằng tình yêu của mình có thể khơi dậy tình yêu của người khác.
segment_1050|Đồng thời, người khác cũng có tiềm năng tương tự như thế.
segment_1051|Tin vào sức mạnh của tình yêu và tin rằng sứ mệnh của mình là yêu và cho đi.
segment_1052|Nó vượt ra ngoài cả tình yêu nam nữ.
segment_1053|Chỉ khi tôi yêu người không liên quan gì đến lợi ích cá nhân của tôi, tình yêu của tôi mới bắt đầu phát triển.
segment_1054|Có một sai lầm thường xảy ra trong cuộc sống, ảo tưởng rằng tình yêu đích thực phải có nghĩa là không có xung đột.
segment_1055|Chúng ta tin rằng tất cả các mâu thuẫn, cãi vã đang diễn ra đều mang tính phá hoại và không mang lại lợi ích gì cho bên nào.
segment_1056|Nhưng trên thực tế, hầu hết các xung đột đều nhằm mục đích tránh xung đột thực sự.
segment_1057|Vì vậy, đừng ngại xung đột.
segment_1058|Khi số phận sắp đặt cho bạn một người thì tất cả đều là vừa vặn, tốt đẹp nhất ở thời điểm hiện tại.
segment_1059|Nếu bất cứ khi nào đau thương xảy ra giữa hai người, có nghĩa là điều đó đang nhắc nhở bạn đã đến lúc bạn phải yêu lấy chính mình rồi.
segment_1060|Mong rằng cuốn sách ngày hôm nay sẽ cho bạn điểm khởi phát hoàn toàn mới để bắt đầu một tình yêu thực sự.
segment_1061|Cuối cùng để biết rằng tình yêu đích thực là cho đi, là chấp nhận toàn bộ con người thực sự của đối phương.
segment_1062|Là yêu chính mình và sống là chính mình.
segment_1063|Cảm ơn bạn đã lắng nghe.
segment_1064|Nếu bạn cảm thấy video này có ích, hãy chia sẻ tới những người cần nó.
segment_1065|Tặng mình một nút like, nhấn nút đăng ký và mở nút chuông thông báo để đón xem những video mới nhất mỗi tuần.
segment_1066|Một lần nữa.
segment_1067|Cảm ơn các bạn và hẹn gặp lại các bạn ở những video tiếp theo.
